wind_feature,target,wind_bin,n,mean,q10,q50,q90,inactive_rate,normal_rate,q10_q90_spread,ambiguous
gfs__ws80__mean,kpx_group_1,17.0,5,0.5382169629629631,0.2066356851851852,0.5490643055555556,0.8542637500000001,0.0,0.6,0.6476280648148149,False
gfs__ws80__mean,kpx_group_1,17.5,10,0.782014912037037,0.5970070277777778,0.8530584722222222,0.8929660833333333,0.0,1.0,0.29595905555555546,False
gfs__ws80__mean,kpx_group_1,18.0,6,0.6353299305555555,0.38568421296296296,0.647159375,0.8731462037037037,0.0,0.8333333333333334,0.4874619907407407,False
gfs__ws80__mean,kpx_group_1,18.5,5,0.6537883055555556,0.5316549814814815,0.6421374074074074,0.7818140370370371,0.0,1.0,0.2501590555555556,False
gfs__ws80__mean,kpx_group_1,19.0,4,0.7306907754629629,0.570491212962963,0.7927953009259259,0.8412067175925926,0.0,1.0,0.27071550462962957,False
gfs__ws80__mean,kpx_group_1,19.5,2,0.708761712962963,0.6795675648148148,0.708761712962963,0.7379558611111111,0.0,1.0,0.05838829629629627,False
gfs__ws80__mean,kpx_group_2,0.0,10,0.016605847222222223,0.0,0.010043865740740742,0.041112847222222214,1.0,0.0,0.041112847222222214,False
gfs__ws80__mean,kpx_group_2,0.5,504,0.018818950341710758,0.0,0.0006695833333333333,0.05758481481481482,0.9484126984126984,0.0,0.05758481481481482,False
gfs__ws80__mean,kpx_group_2,1.0,2131,0.04268695246102508,0.0,0.00937425925925926,0.1185175462962963,0.8723603941811356,0.010793054903801032,0.1185175462962963,False
gfs__ws80__mean,kpx_group_2,1.5,3161,0.08442286011810608,0.0,0.030131574074074075,0.2410526388888889,0.7291996203732996,0.044289781714647265,0.2410526388888889,False
gfs__ws80__mean,kpx_group_2,2.0,3625,0.1479490541890166,0.0,0.06829824074074074,0.4305468055555555,0.5713103448275862,0.12,0.4305468055555555,True
gfs__ws80__mean,kpx_group_2,2.5,3257,0.2634381748996463,0.0006695833333333333,0.1801198611111111,0.6762865277777778,0.3887012588271415,0.2883021185139699,0.6756169444444444,True
gfs__ws80__mean,kpx_group_2,3.0,2873,0.3623480560550979,0.00468712962962963,0.30935087962962965,0.8075262962962962,0.3038635572572224,0.43508527671423597,0.8028391666666667,True
gfs__ws80__mean,kpx_group_2,3.5,2467,0.44382758593057986,0.014463138888888906,0.4492953240740741,0.8945731018518518,0.23469801378192137,0.5314146736927442,0.8801099629629628,True
gfs__ws80__mean,kpx_group_2,4.0,1839,0.4735757199716029,0.01941814814814815,0.49014037037037034,0.9087684074074075,0.19630233822729745,0.5638934203371397,0.8893502592592594,True
gfs__ws80__mean,kpx_group_2,4.5,1315,0.5010849752499648,0.05450468518518519,0.5229502777777778,0.9150625833333333,0.16197718631178706,0.5855513307984791,0.8605578981481482,True
gfs__ws80__mean,kpx_group_2,5.0,897,0.5052468232585986,0.07298537037037037,0.5229502777777778,0.8935017685185185,0.13377926421404682,0.6042363433667781,0.8205163981481481,True
gfs__ws80__mean,kpx_group_2,5.5,713,0.5577201719391202,0.08597543518518519,0.6320935648148148,0.9110450370370371,0.11360448807854137,0.6774193548387096,0.825069601851852,True
gfs__ws80__mean,kpx_group_2,6.0,547,0.5830384016351818,0.12320467592592593,0.6361111111111111,0.9137233888888889,0.08592321755027423,0.716636197440585,0.7905187129629629,False
gfs__ws80__mean,kpx_group_2,6.5,471,0.6181643756389086,0.22699125000000003,0.6776257407407408,0.9093040740740741,0.050955414012738856,0.7749469214437368,0.6823128240740741,False
gfs__ws80__mean,kpx_group_2,7.0,358,0.6542330771518725,0.28497777314814815,0.7080921064814816,0.9066926805555556,0.01675977653631285,0.8212290502793296,0.6217149074074075,False
gfs__ws80__mean,kpx_group_2,7.5,363,0.6936313468013467,0.38809472222222224,0.7479327314814814,0.8996619814814815,0.0027548209366391185,0.8898071625344353,0.5115672592592593,False
gfs__ws80__mean,kpx_group_2,8.0,275,0.6999364915824916,0.39746899074074077,0.7613245833333334,0.922695925925926,0.01090909090909091,0.8909090909090909,0.5252269351851853,False
gfs__ws80__mean,kpx_group_2,8.5,270,0.6985541604938271,0.40282572222222224,0.7465935648148148,0.9140582083333333,0.007407407407407408,0.9,0.511232486111111,False
gfs__ws80__mean,kpx_group_2,9.0,217,0.7228585846560847,0.5015234074074074,0.7492719444444444,0.9192140462962963,0.009216589861751152,0.9493087557603687,0.4176906388888889,False
gfs__ws80__mean,kpx_group_2,9.5,172,0.7066750656761412,0.47038743981481485,0.7449196064814815,0.9318023333333334,0.023255813953488372,0.9302325581395349,0.46141489351851855,False
gfs__ws80__mean,kpx_group_2,10.0,144,0.7498578211805557,0.47078919444444445,0.8045131481481482,0.9325388935185185,0.006944444444444444,0.9652777777777778,0.46174969907407404,False
gfs__ws80__mean,kpx_group_2,10.5,118,0.7401416635279346,0.44547865740740744,0.7968128703703703,0.9170713333333332,0.0,0.923728813559322,0.4715926759259258,False
gfs__ws80__mean,kpx_group_2,11.0,73,0.757719778665652,0.5619204629629629,0.7860993981481481,0.9299274722222223,0.0,0.9863013698630136,0.36800700925925933,False
gfs__ws80__mean,kpx_group_2,11.5,80,0.681852521412037,0.40162047222222225,0.7365496990740741,0.8922964768518519,0.0,0.9,0.4906760046296296,False
gfs__ws80__mean,kpx_group_2,12.0,47,0.7561245478723404,0.5289766111111112,0.8028391666666667,0.9038134444444444,0.0,0.9787234042553191,0.3748368333333333,False
gfs__ws80__mean,kpx_group_2,12.5,51,0.7716047494553374,0.5557602314814815,0.8115438425925927,0.9200175462962963,0.0,0.9803921568627451,0.3642573148148148,False
gfs__ws80__mean,kpx_group_2,13.0,45,0.7676484742798354,0.6353076111111111,0.8075262962962962,0.9354181388888889,0.0,0.9333333333333333,0.3001105277777778,False
gfs__ws80__mean,kpx_group_2,13.5,41,0.8232535286811201,0.6977134722222222,0.8677894907407407,0.922695925925926,0.0,0.975609756097561,0.22498245370370373,False
gfs__ws80__mean,kpx_group_2,14.0,28,0.7742620105820108,0.5617195972222223,0.8483713425925926,0.9311327638888889,0.0,0.9285714285714286,0.36941316666666657,False
gfs__ws80__mean,kpx_group_2,14.5,23,0.8090401731078906,0.7200777685185185,0.8443537962962964,0.9185444537037037,0.0,0.9565217391304348,0.1984666851851853,False
gfs__ws80__mean,kpx_group_2,15.0,18,0.8297716049382716,0.728782462962963,0.849040949074074,0.9244368240740741,0.0,1.0,0.19565436111111112,False
gfs__ws80__mean,kpx_group_2,15.5,13,0.7040488105413105,0.49014037037037045,0.7593157870370371,0.8580134537037037,0.0,0.9230769230769231,0.3678730833333333,False
gfs__ws80__mean,kpx_group_2,16.0,14,0.5994749371693121,0.09247047685185185,0.768020462962963,0.8712713611111111,0.14285714285714285,0.7142857142857143,0.7788008842592593,False
gfs__ws80__mean,kpx_group_2,16.5,9,0.6145354166666667,0.07901170370370371,0.8336403703703704,0.9110450277777777,0.2222222222222222,0.6666666666666666,0.832033324074074,False
gfs__ws80__mean,kpx_group_2,17.0,5,0.5554923888888889,0.22645555555555555,0.6079882870370371,0.8498444351851852,0.0,0.6,0.6233888796296296,False
gfs__ws80__mean,kpx_group_2,17.5,10,0.8622318703703705,0.7080251296296297,0.8764941435185185,0.9569789629629629,0.0,1.0,0.2489538333333332,False
gfs__ws80__mean,kpx_group_2,18.0,6,0.7240506944444444,0.4697178472222222,0.8302924074074074,0.8721418287037037,0.0,0.8333333333333334,0.4024239814814815,False
gfs__ws80__mean,kpx_group_2,18.5,5,0.7368175462962963,0.5537514722222222,0.7814122685185185,0.8955105277777777,0.0,1.0,0.3417590555555555,False
gfs__ws80__mean,kpx_group_2,19.0,4,0.6660752893518518,0.44387163888888886,0.7194751388888889,0.8455590601851852,0.0,0.75,0.40168742129629637,False
gfs__ws80__mean,kpx_group_2,19.5,2,0.7422412268518519,0.7194751342592592,0.7422412268518519,0.7650073194444446,0.0,1.0,0.045532185185185314,False
gfs__ws80__mean,kpx_group_3,0.0,6,0.0029844603174603176,0.0,0.0,0.008953380952380952,1.0,0.0,0.008953380952380952,False
gfs__ws80__mean,kpx_group_3,0.5,359,0.008383604456824513,0.0,0.0,0.025482714285714282,0.9777158774373259,0.0,0.025482714285714282,False
gfs__ws80__mean,kpx_group_3,1.0,1463,0.021349904436415712,0.0,0.0006887142857142857,0.06735697142857139,0.9419002050580998,0.002734107997265892,0.06735697142857139,False
gfs__ws80__mean,kpx_group_3,1.5,2148,0.05111322468298306,0.0,0.009642095238095238,0.14876390476190476,0.8417132216014898,0.016294227188081937,0.14876390476190476,False
gfs__ws80__mean,kpx_group_3,2.0,2392,0.09778928193183628,0.0,0.03856842857142857,0.2843043523809525,0.6718227424749164,0.044732441471571904,0.2843043523809525,False
gfs__ws80__mean,kpx_group_3,2.5,2211,0.19863627649630633,0.0,0.11914885714285715,0.5303158095238095,0.4654002713704206,0.1822704658525554,0.5303158095238095,True
gfs__ws80__mean,kpx_group_3,3.0,2001,0.2900530711311011,0.0006887142857142857,0.2141924761904762,0.716959380952381,0.3613193403298351,0.3213393303348326,0.7162706666666667,True
gfs__ws80__mean,kpx_group_3,3.5,1682,0.363793339759923,0.006267352380952397,0.3057924761904762,0.8098679857142858,0.2907253269916766,0.4227110582639715,0.8036006333333333,True
gfs__ws80__mean,kpx_group_3,4.0,1213,0.4007452449260001,0.006887238095238096,0.3602015238095238,0.8819771333333333,0.2539159109645507,0.4600164880461665,0.8750898952380952,True
gfs__ws80__mean,kpx_group_3,4.5,841,0.4169010786478682,0.036502238095238095,0.3471158095238095,0.9132450952380953,0.20332936979785968,0.46730083234244946,0.8767428571428572,True
gfs__ws80__mean,kpx_group_3,5.0,572,0.4264741205461205,0.04214979047619048,0.3719097619047619,0.8925145999999999,0.16958041958041958,0.4807692307692308,0.8503648095238094,True
gfs__ws80__mean,kpx_group_3,5.5,444,0.4886217498927499,0.02844421428571432,0.48038345238095237,0.9210965333333333,0.14864864864864866,0.5765765765765766,0.892652319047619,True
gfs__ws80__mean,kpx_group_3,6.0,371,0.5306777847516365,0.07575938095238095,0.5351368571428571,0.9084240476190476,0.11320754716981132,0.6442048517520216,0.8326646666666666,True
gfs__ws80__mean,kpx_group_3,6.5,291,0.5650974230076911,0.16391580952380952,0.6026315714285715,0.8953383333333333,0.07560137457044673,0.7285223367697594,0.7314225238095238,False
gfs__ws80__mean,kpx_group_3,7.0,229,0.5993293241838221,0.22590075238095236,0.6095188095238095,0.955808123809524,0.017467248908296942,0.74235807860262,0.7299073714285715,False
gfs__ws80__mean,kpx_group_3,7.5,249,0.637416180149168,0.3041395523809524,0.6522195714285715,0.9427224095238096,0.012048192771084338,0.8232931726907631,0.6385828571428571,False
gfs__ws80__mean,kpx_group_3,8.0,185,0.6640841773487773,0.31185322857142855,0.6942315714285714,0.9629708380952381,0.010810810810810811,0.8324324324324325,0.6511176095238096,False
gfs__ws80__mean,kpx_group_3,8.5,187,0.6305413842627959,0.3096493238095238,0.6480872380952382,0.9398297714285715,0.0053475935828877,0.8074866310160428,0.6301804476190477,False
gfs__ws80__mean,kpx_group_3,9.0,138,0.6466898095238095,0.33774918571428575,0.6808015000000001,0.8989885666666665,0.021739130434782608,0.8695652173913043,0.5612393809523808,False
gfs__ws80__mean,kpx_group_3,9.5,110,0.6095939303030303,0.38375578571428576,0.619849619047619,0.8477476666666669,0.0,0.8727272727272727,0.46399188095238114,False
gfs__ws80__mean,kpx_group_3,10.0,93,0.6393930307219663,0.3724607523809524,0.6618616666666667,0.906633380952381,0.0,0.8494623655913979,0.5341726285714286,False
gfs__ws80__mean,kpx_group_3,10.5,72,0.6268611917989418,0.26929022857142865,0.6535969761904761,0.9303254,0.027777777777777776,0.8194444444444444,0.6610351714285714,False
gfs__ws80__mean,kpx_group_3,11.0,46,0.6305697277432712,0.40083609523809527,0.6257037619047618,0.9297744285714286,0.021739130434782608,0.8913043478260869,0.5289383333333333,False
gfs__ws80__mean,kpx_group_3,11.5,46,0.5910131397515528,0.3460827142857143,0.6167503571428572,0.8543594047619048,0.021739130434782608,0.8260869565217391,0.5082766904761904,False
gfs__ws80__mean,kpx_group_3,12.0,35,0.6676272408163266,0.33912661904761904,0.7266015238095238,0.9272950476190478,0.05714285714285714,0.8571428571428571,0.5881684285714288,False
gfs__ws80__mean,kpx_group_3,12.5,29,0.6547844449917897,0.26997894285714286,0.7334887142857143,0.8975422476190477,0.0,0.8275862068965517,0.6275633047619048,False
gfs__ws80__mean,kpx_group_3,13.0,14,0.7611359829931973,0.5387870761904762,0.8615909761904761,0.9746102380952381,0.07142857142857142,0.9285714285714286,0.4358231619047619,False
gfs__ws80__mean,kpx_group_3,13.5,18,0.7429395132275132,0.4529034761904762,0.7679248095238096,0.9576676523809523,0.0,0.8888888888888888,0.5047641761904761,False
gfs__ws80__mean,kpx_group_3,14.0,16,0.6988804523809524,0.33368571428571425,0.8374857142857144,0.9783293333333334,0.0625,0.8125,0.6446436190476191,False
gfs__ws80__mean,kpx_group_3,14.5,16,0.8145857172619048,0.6942315714285714,0.8361082857142857,0.9173774523809524,0.0,1.0,0.22314588095238097,False
gfs__ws80__mean,kpx_group_3,15.0,12,0.7648255674603174,0.5876174476190476,0.7544947380952381,0.977227380952381,0.0,1.0,0.3896099333333335,False
gfs__ws80__mean,kpx_group_3,15.5,6,0.6759804603174603,0.5506330952380953,0.6732255714285714,0.8040827142857143,0.0,1.0,0.253449619047619,False
gfs__ws80__mean,kpx_group_3,16.0,7,0.5843312585034014,0.4870640666666667,0.540646619047619,0.7077305238095238,0.0,1.0,0.22066645714285715,False
gfs__ws80__mean,kpx_group_3,16.5,8,0.7492432380952381,0.5090342857142858,0.7658586428571429,0.9775028761904763,0.0,1.0,0.4684685904761905,False
gfs__ws80__mean,kpx_group_3,17.0,4,0.4431924880952381,0.11095308571428575,0.41116692857142856,0.8010523380952381,0.25,0.5,0.6900992523809524,False
gfs__ws80__mean,kpx_group_3,17.5,9,0.4488170423280423,0.13388750476190478,0.43940452380952383,0.8812884095238095,0.1111111111111111,0.5555555555555556,0.7474009047619047,False
gfs__ws80__mean,kpx_group_3,18.0,6,0.4520310793650794,0.036502261904761905,0.34401654761904765,0.9755744285714285,0.3333333333333333,0.5,0.9390721666666666,False
gfs__ws80__mean,kpx_group_3,18.5,5,0.3125419523809524,0.2557912857142857,0.27135638095238096,0.3916072095238095,0.0,0.2,0.1358159238095238,False
gfs__ws80__mean,kpx_group_3,19.0,4,0.09487142857142858,0.0,0.050621047619047614,0.22514316190476197,0.5,0.0,0.22514316190476197,False
ldaps__ws50_mid__mean,kpx_group_1,0.0,31,0.014212598566308243,0.0,0.0006695833333333333,0.03883625,0.9354838709677419,0.0,0.03883625,False
ldaps__ws50_mid__mean,kpx_group_1,0.5,245,0.027196311602418748,0.0,0.0006695833333333333,0.0899929722222222,0.9061224489795918,0.0,0.0899929722222222,False
ldaps__ws50_mid__mean,kpx_group_1,1.0,505,0.03212576503483682,0.0,0.0026783796296296295,0.09160000000000004,0.906930693069307,0.011881188118811881,0.09160000000000004,False
ldaps__ws50_mid__mean,kpx_group_1,1.5,749,0.03850816644414775,0.0,0.004017546296296296,0.1253473888888889,0.87716955941255,0.006675567423230975,0.1253473888888889,False
ldaps__ws50_mid__mean,kpx_group_1,2.0,945,0.04284529840290026,0.0,0.006695925925925926,0.1272222222222222,0.8656084656084656,0.008465608465608466,0.1272222222222222,False
ldaps__ws50_mid__mean,kpx_group_1,2.5,1141,0.051918215016067776,0.0,0.010713472222222221,0.14262282407407406,0.8343558282208589,0.015775635407537247,0.14262282407407406,False
ldaps__ws50_mid__mean,kpx_group_1,3.0,1173,0.05404389836127688,0.0,0.014730972222222223,0.16204092592592592,0.8218243819266837,0.014492753623188406,0.16204092592592592,False
ldaps__ws50_mid__mean,kpx_group_1,3.5,1349,0.07438412325316421,0.0,0.01941814814814815,0.23248187962962968,0.7694588584136397,0.0340993328391401,0.23248187962962968,False
ldaps__ws50_mid__mean,kpx_group_1,4.0,1441,0.0924746030277328,0.0,0.03414912037037037,0.2618099537037037,0.7022900763358778,0.04996530187369882,0.2618099537037037,False
ldaps__ws50_mid__mean,kpx_group_1,4.5,1494,0.12036765745079084,0.0,0.05691518518518518,0.3426295416666667,0.6224899598393574,0.07362784471218206,0.3426295416666667,False
ldaps__ws50_mid__mean,kpx_group_1,5.0,1425,0.1570187700454841,0.0006695833333333333,0.08235962962962963,0.4265292407407412,0.5417543859649123,0.1143859649122807,0.4258596574074079,True
ldaps__ws50_mid__mean,kpx_group_1,5.5,1361,0.20369577070917355,0.003347962962962963,0.13659648148148149,0.5108976388888888,0.42836149889786923,0.1734019103600294,0.5075496759259259,True
ldaps__ws50_mid__mean,kpx_group_1,6.0,1263,0.2288223967772206,0.007365509259259259,0.14864912037037037,0.5842848055555555,0.3586698337292161,0.2058590657165479,0.5769192962962962,True
ldaps__ws50_mid__mean,kpx_group_1,6.5,1188,0.28760270778775404,0.02390440277777778,0.22966958333333332,0.655194435185185,0.2676767676767677,0.29545454545454547,0.6312900324074072,True
ldaps__ws50_mid__mean,kpx_group_1,7.0,1182,0.3060601393197343,0.02477486111111111,0.248418125,0.682714615740741,0.2571912013536379,0.3164128595600677,0.6579397546296298,True
ldaps__ws50_mid__mean,kpx_group_1,7.5,1095,0.359118278200575,0.03039940740740741,0.30131578703703704,0.7751181388888888,0.1917808219178082,0.3963470319634703,0.7447187314814814,True
ldaps__ws50_mid__mean,kpx_group_1,8.0,1037,0.42210232271688275,0.06106667592592594,0.4030935648148148,0.8257391944444444,0.1523625843780135,0.502410800385728,0.7646725185185185,True
ldaps__ws50_mid__mean,kpx_group_1,8.5,985,0.45829298763865384,0.0804847962962963,0.4425993981481482,0.8851988240740741,0.11979695431472082,0.5461928934010152,0.8047140277777778,True
ldaps__ws50_mid__mean,kpx_group_1,9.0,889,0.4908061751656043,0.12923097222222224,0.48143569444444445,0.8886807222222223,0.07874015748031496,0.5916760404949382,0.75944975,False
ldaps__ws50_mid__mean,kpx_group_1,9.5,835,0.49813374013084943,0.1328467685185185,0.5055409259259259,0.8732801203703704,0.07784431137724551,0.6287425149700598,0.7404333518518519,False
ldaps__ws50_mid__mean,kpx_group_1,10.0,727,0.551851371885985,0.15266666666666667,0.581204675925926,0.931802324074074,0.07290233837689133,0.6932599724896836,0.7791356574074073,False
ldaps__ws50_mid__mean,kpx_group_1,10.5,654,0.5666948330784912,0.21085410648148148,0.6049751620370369,0.9059561435185188,0.04434250764525994,0.7324159021406728,0.6951020370370373,False
ldaps__ws50_mid__mean,kpx_group_1,11.0,563,0.5885773109499375,0.2510964814814815,0.6079882870370371,0.8961801018518519,0.028419182948490232,0.7815275310834814,0.6450836203703705,False
ldaps__ws50_mid__mean,kpx_group_1,11.5,521,0.601589281118931,0.29729824074074074,0.6347719444444445,0.8764941666666667,0.02495201535508637,0.817658349328215,0.579195925925926,False
ldaps__ws50_mid__mean,kpx_group_1,12.0,492,0.6352591534929238,0.3622485185185185,0.6545248379629629,0.8803777916666667,0.016260162601626018,0.8719512195121951,0.5181292731481482,False
ldaps__ws50_mid__mean,kpx_group_1,12.5,385,0.6461480144300145,0.35769532407407406,0.6622251388888889,0.8992602314814816,0.012987012987012988,0.8779220779220779,0.5415649074074076,False
ldaps__ws50_mid__mean,kpx_group_1,13.0,376,0.68166642607368,0.4178245601851852,0.7000570138888889,0.9159999999999999,0.015957446808510637,0.9069148936170213,0.4981754398148147,False
ldaps__ws50_mid__mean,kpx_group_1,13.5,362,0.694811275450174,0.4668385925925926,0.7027353935185185,0.9247046759259259,0.0027624309392265192,0.9419889502762431,0.4578660833333333,False
ldaps__ws50_mid__mean,kpx_group_1,14.0,269,0.7108613236610216,0.5050052592592592,0.731192962962963,0.9217584722222223,0.01858736059479554,0.9553903345724907,0.4167532129629631,False
ldaps__ws50_mid__mean,kpx_group_1,14.5,261,0.7063642541152263,0.4908099537037037,0.7218187037037037,0.9119824537037037,0.01532567049808429,0.9578544061302682,0.42117249999999995,False
ldaps__ws50_mid__mean,kpx_group_1,15.0,224,0.7078260621279763,0.4871941342592593,0.731192962962963,0.9028760277777778,0.013392857142857142,0.9375,0.4156818935185185,False
ldaps__ws50_mid__mean,kpx_group_1,15.5,188,0.7120348529846335,0.49221608796296296,0.7419064351851852,0.9220932685185186,0.010638297872340425,0.9361702127659575,0.4298771805555556,False
ldaps__ws50_mid__mean,kpx_group_1,16.0,178,0.7202312572825633,0.5058087592592593,0.7305233796296297,0.9020725277777778,0.011235955056179775,0.9606741573033708,0.3962637685185185,False
ldaps__ws50_mid__mean,kpx_group_1,16.5,146,0.7349812132166412,0.5661388888888889,0.7727075925925926,0.9022734027777777,0.02054794520547945,0.958904109589041,0.3361345138888888,False
ldaps__ws50_mid__mean,kpx_group_1,17.0,103,0.7565789163070837,0.5500017685185186,0.7780643055555555,0.9323380092592592,0.009708737864077669,0.9611650485436893,0.3823362407407407,False
ldaps__ws50_mid__mean,kpx_group_1,17.5,84,0.7707147745811286,0.5897754490740741,0.8078611111111111,0.9444576018518518,0.011904761904761904,0.9761904761904762,0.3546821527777777,False
ldaps__ws50_mid__mean,kpx_group_1,18.0,74,0.7464035485485485,0.4835783472222222,0.7817470833333333,0.9253073194444443,0.0,0.918918918918919,0.4417289722222221,False
ldaps__ws50_mid__mean,kpx_group_1,18.5,73,0.7392922748604769,0.5000502777777778,0.7814122685185185,0.9253742777777777,0.0,0.9315068493150684,0.4253239999999999,False
ldaps__ws50_mid__mean,kpx_group_1,19.0,48,0.7579347569444445,0.5175935648148149,0.8081959027777776,0.9245707731481481,0.020833333333333332,0.9583333333333334,0.4069772083333332,False
ldaps__ws50_mid__mean,kpx_group_1,19.5,39,0.7489113829534663,0.41568186111111116,0.7934649074074074,0.9268473888888887,0.0,0.9487179487179487,0.5111655277777776,False
ldaps__ws50_mid__mean,kpx_group_1,20.0,32,0.7458612008101853,0.5102950462962963,0.825270462962963,0.9231646296296295,0.0,0.90625,0.41286958333333323,False
ldaps__ws50_mid__mean,kpx_group_1,20.5,19,0.6648682651072124,0.39211225925925924,0.7178011574074074,0.8901538055555556,0.05263157894736842,0.8947368421052632,0.4980415462962963,False
ldaps__ws50_mid__mean,kpx_group_1,21.0,9,0.6925799228395061,0.4127356574074074,0.7332017592592592,0.9205532314814814,0.0,0.8888888888888888,0.507817574074074,False
ldaps__ws50_mid__mean,kpx_group_1,21.5,20,0.6926580370370372,0.43469825925925926,0.7167967824074074,0.9040143101851852,0.0,0.95,0.46931605092592593,False
ldaps__ws50_mid__mean,kpx_group_1,22.0,3,0.6320935648148148,0.31390410185185186,0.843684212962963,0.8656467685185185,0.0,0.6666666666666666,0.5517426666666667,False
ldaps__ws50_mid__mean,kpx_group_1,22.5,6,0.5241778703703703,0.1667280787037037,0.5681476388888889,0.8376578935185186,0.0,0.5,0.6709298148148148,False
ldaps__ws50_mid__mean,kpx_group_1,23.0,2,0.8671198842592591,0.8119456064814814,0.8671198842592591,0.922294162037037,0.0,1.0,0.11034855555555556,False
ldaps__ws50_mid__mean,kpx_group_1,23.5,1,0.8758245833333334,0.8758245833333334,0.8758245833333334,0.8758245833333334,0.0,1.0,0.0,False
ldaps__ws50_mid__mean,kpx_group_1,24.0,2,0.5530818518518519,0.3597040740740741,0.5530818518518519,0.7464596296296296,0.0,0.5,0.3867555555555555,False
ldaps__ws50_mid__mean,kpx_group_1,24.5,2,0.768020462962963,0.7498076111111112,0.768020462962963,0.7862333148148148,0.0,1.0,0.03642570370370368,False
ldaps__ws50_mid__mean,kpx_group_1,25.0,1,0.36827486111111113,0.36827486111111113,0.36827486111111113,0.36827486111111113,0.0,0.0,0.0,False
ldaps__ws50_mid__mean,kpx_group_1,25.5,2,0.39840643518518515,0.3362684351851852,0.39840643518518515,0.4605444351851852,0.0,0.5,0.124276,False
ldaps__ws50_mid__mean,kpx_group_1,26.0,1,0.6722690277777778,0.6722690277777778,0.6722690277777778,0.6722690277777778,0.0,1.0,0.0,False
ldaps__ws50_mid__mean,kpx_group_2,0.0,31,0.013197416367980882,0.0,0.0,0.042184212962962965,0.9354838709677419,0.0,0.042184212962962965,False
ldaps__ws50_mid__mean,kpx_group_2,0.5,245,0.027600798185941047,0.0,0.0006695833333333333,0.09026080555555555,0.9061224489795918,0.004081632653061225,0.09026080555555555,False
ldaps__ws50_mid__mean,kpx_group_2,1.0,505,0.034533638888888885,0.0,0.0026783796296296295,0.08985905555555558,0.9108910891089109,0.015841584158415842,0.08985905555555558,False
ldaps__ws50_mid__mean,kpx_group_2,1.5,749,0.03942896497799535,0.0,0.004017546296296296,0.12628480555555566,0.8811748998664887,0.010680907877169559,0.12628480555555566,False
ldaps__ws50_mid__mean,kpx_group_2,2.0,945,0.04286938874191652,0.0,0.005356712962962963,0.12561522222222224,0.8698412698412699,0.010582010582010581,0.12561522222222224,False
ldaps__ws50_mid__mean,kpx_group_2,2.5,1141,0.05380433647385335,0.0,0.010043842592592592,0.14128361111111112,0.8413672217353199,0.02366345311130587,0.14128361111111112,False
ldaps__ws50_mid__mean,kpx_group_2,3.0,1173,0.05347420431940892,0.0,0.012052638888888889,0.15641637962962956,0.8303495311167945,0.017050298380221655,0.15641637962962956,False
ldaps__ws50_mid__mean,kpx_group_2,3.5,1349,0.07476135786453614,0.0,0.01874851851851852,0.23100874999999998,0.7679762787249814,0.03261675315048184,0.23100874999999998,False
ldaps__ws50_mid__mean,kpx_group_2,4.0,1441,0.09071071214691445,0.0,0.03280995370370371,0.26716666666666666,0.7154753643303262,0.054823039555863984,0.26716666666666666,False
ldaps__ws50_mid__mean,kpx_group_2,4.5,1494,0.12202953235782638,0.0,0.05356726851851852,0.3602397685185185,0.6318607764390897,0.08433734939759036,0.3602397685185185,False
ldaps__ws50_mid__mean,kpx_group_2,5.0,1425,0.15948756237816764,0.0006695833333333333,0.07633333333333334,0.46241927777777836,0.5536842105263158,0.12982456140350876,0.461749694444445,True
ldaps__ws50_mid__mean,kpx_group_2,5.5,1361,0.2114533795275805,0.003347962962962963,0.13458773148148148,0.5416988425925926,0.4276267450404115,0.1961792799412197,0.5383508796296297,True
ldaps__ws50_mid__mean,kpx_group_2,6.0,1264,0.2446771090819855,0.008704675925925925,0.15869296296296295,0.6305535231481482,0.37658227848101267,0.24604430379746836,0.6218488472222222,True
ldaps__ws50_mid__mean,kpx_group_2,6.5,1188,0.3142826269251153,0.02390440277777778,0.2460745601851852,0.7186716296296296,0.2786195286195286,0.35353535353535354,0.6947672268518518,True
ldaps__ws50_mid__mean,kpx_group_2,7.0,1182,0.33408834328194525,0.028859365740740748,0.2708494212962963,0.7479327314814814,0.2377326565143824,0.36209813874788493,0.7190733657407407,True
ldaps__ws50_mid__mean,kpx_group_2,7.5,1096,0.3905460737276966,0.0348187037037037,0.3438347916666667,0.8118786574074075,0.19525547445255476,0.4470802919708029,0.7770599537037038,True
ldaps__ws50_mid__mean,kpx_group_2,8.0,1037,0.456979794367656,0.06977135185185186,0.4399210648148148,0.8660485277777779,0.13114754098360656,0.5361620057859209,0.796277175925926,True
ldaps__ws50_mid__mean,kpx_group_2,8.5,985,0.4890445333709344,0.08691286111111113,0.49817541666666665,0.8695304074074074,0.11472081218274112,0.6020304568527919,0.7826175462962963,True
ldaps__ws50_mid__mean,kpx_group_2,9.0,889,0.5241659499333416,0.13914094444444444,0.5329941666666667,0.8953766018518519,0.07424071991001124,0.6434195725534309,0.7562356574074074,False
ldaps__ws50_mid__mean,kpx_group_2,9.5,834,0.5388695297650768,0.13606082870370373,0.569152037037037,0.8948409351851851,0.07194244604316546,0.6894484412470024,0.7587801064814814,False
ldaps__ws50_mid__mean,kpx_group_2,10.0,726,0.5992633352464034,0.1657237037037037,0.647159375,0.9350833333333333,0.06336088154269973,0.7575757575757576,0.7693596296296296,False
